CustomerName,CustomerRegion,CustomerCountry,EmployeeName,EmployeeCity,EmployeeCountry,TerritoryDescription,RegionDescription,ManagerName,OrderDate,ShipperName,CategoryName,ProductName,SupplierName,SupplierRegion,SupplierCountry,UnitPrice,Quantity,Discount
Ernst Handel,,Austria,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2019-12-01,Speedy Express,Beverages,Steeleye Stout,Bigfoot Breweries,OR,USA,14.40,40,0.10
Ernst Handel,,Austria,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2019-12-01,Speedy Express,Dairy Products,Gorgonzola Telino,Formaggi Fortini s.r.l.,,Italy,10.00,60,0.10
Ernst Handel,,Austria,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2019-12-01,Speedy Express,Dairy Products,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,,Italy,27.80,24,0.10
Ernst Handel,,Austria,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2019-12-01,Speedy Express,Seafood,Spegesild,Lyngbysild,,Denmark,9.60,45,0.00
Ernst Handel,,Austria,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-12-01,Federal Shipping,Beverages,Chartreuse verte,Aux joyeux ecclésiastiques,,France,18.00,130,0.10
Ernst Handel,,Austria,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-12-01,Federal Shipping,Condiments,Aniseed Syrup,Exotic Liquids,,UK,10.00,20,0.10
Ernst Handel,,Austria,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-07-01,Speedy Express,Beverages,Chang,Exotic Liquids,,UK,15.20,50,0.20
Ernst Handel,,Austria,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-07-01,Speedy Express,Condiments,Chef Anton's Gumbo Mix,New Orleans Cajun Delights,LA,USA,17.00,65,0.20
Ernst Handel,,Austria,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-07-01,Speedy Express,Dairy Products,Mascarpone Fabioli,Formaggi Fortini s.r.l.,,Italy,25.60,6,0.20
Ernst Handel,,Austria,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-11-01,Speedy Express,Beverages,Côte de Blaye,Aux joyeux ecclésiastiques,,France,210.80,20,0.05
Ernst Handel,,Austria,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-11-01,Speedy Express,Condiments,Gula Malacca,Leka Trading,,Singapore,15.50,77,0.05
Ernst Handel,,Austria,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-11-01,Speedy Express,Condiments,Louisiana Fiery Hot Pepper Sauce,New Orleans Cajun Delights,LA,USA,16.80,10,0.05
Ernst Handel,,Austria,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-11-01,Speedy Express,Seafood,Jack's New England Clam Chowder,New England Seafood Cannery,MA,USA,7.70,13,0.00
Ernst Handel,,Austria,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-12-01,Federal Shipping,Beverages,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,,Germany,7.75,7,0.20
Ernst Handel,,Austria,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-12-01,Federal Shipping,Dairy Products,Gorgonzola Telino,Formaggi Fortini s.r.l.,,Italy,25.00,86,0.25
Ernst Handel,,Austria,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-12-01,Federal Shipping,Grains/Cereals,Singaporean Hokkien Fried Mee,Leka Trading,,Singapore,14.00,12,0.05
Ernst Handel,,Austria,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-12-01,Federal Shipping,Meat/Poultry,Alice Mutton,"Pavlova, Ltd.",Victoria,Australia,39.00,33,0.00
Ernst Handel,,Austria,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-12-01,Federal Shipping,Produce,Manjimup Dried Apples,"G'day, Mate",NSW,Australia,53.00,120,0.05
Ernst Handel,,Austria,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-12-01,Federal Shipping,Seafood,Rogede sild,Lyngbysild,,Denmark,9.50,27,0.05
Ernst Handel,,Austria,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-08-01,Federal Shipping,Confections,Gumbär Gummibärchen,Heli Süßwaren GmbH & Co. KG,,Germany,31.23,35,0.15
Ernst Handel,,Austria,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-08-01,Federal Shipping,Confections,Tarte au sucre,Forêts d'érables,Québec,Canada,49.30,80,0.15
Ernst Handel,,Austria,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-08-01,Federal Shipping,Dairy Products,Queso Manchego La Pastora,Cooperativa de Quesos 'Las Cabras',Asturias,Spain,38.00,36,0.15
Ernst Handel,,Austria,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-08-01,Federal Shipping,Seafood,Konbu,Mayumi's,,Japan,6.00,13,0.15
Ernst Handel,,Austria,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-09-01,Speedy Express,Dairy Products,Flotemysost,Norske Meierier,,Norway,21.50,14,0.20
Ernst Handel,,Austria,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-09-01,Speedy Express,Dairy Products,Gudbrandsdalsost,Norske Meierier,,Norway,36.00,45,0.20
Familia Arquibaldo,SP,Brazil,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-01-01,Federal Shipping,Confections,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",,UK,7.30,18,0.05
Familia Arquibaldo,SP,Brazil,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-01-01,Federal Shipping,Dairy Products,Geitost,Norske Meierier,,Norway,2.00,50,0.00
Familia Arquibaldo,SP,Brazil,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2019-12-01,Federal Shipping,Beverages,Guaraná Fantástica,Refrescos Americanas LTDA,,Brazil,3.60,15,0.00
Familia Arquibaldo,SP,Brazil,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2019-12-01,Federal Shipping,Beverages,Sasquatch Ale,Bigfoot Breweries,OR,USA,11.20,10,0.00
Familia Arquibaldo,SP,Brazil,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-06-01,Speedy Express,Beverages,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,,Germany,7.75,50,0.20
Familia Arquibaldo,SP,Brazil,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-11-01,Federal Shipping,Beverages,Chartreuse verte,Aux joyeux ecclésiastiques,,France,14.40,50,0.15
Familia Arquibaldo,SP,Brazil,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-11-01,Federal Shipping,Beverages,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,,Germany,6.20,6,0.15
Familia Arquibaldo,SP,Brazil,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-11-01,Federal Shipping,Confections,NuNuCa Nuß-Nougat-Creme,Heli Süßwaren GmbH & Co. KG,,Germany,11.20,10,0.00
Familia Arquibaldo,SP,Brazil,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-11-01,Federal Shipping,Seafood,Boston Crab Meat,New England Seafood Cannery,MA,USA,14.70,4,0.00
Familia Arquibaldo,SP,Brazil,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-10-01,Federal Shipping,Grains/Cereals,Filo Mix,"G'day, Mate",NSW,Australia,7.00,4,0.00
Familia Arquibaldo,SP,Brazil,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-10-01,Federal Shipping,Meat/Poultry,Pâté chinois,Ma Maison,Québec,Canada,24.00,6,0.00
Familia Arquibaldo,SP,Brazil,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-10-01,Federal Shipping,Seafood,Jack's New England Clam Chowder,New England Seafood Cannery,MA,USA,9.65,12,0.00
Familia Arquibaldo,SP,Brazil,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-04-01,United Package,Beverages,Guaraná Fantástica,Refrescos Americanas LTDA,,Brazil,4.50,10,0.15
Familia Arquibaldo,SP,Brazil,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-04-01,United Package,Confections,Zaanse koeken,Zaanse Snoepfabriek,,Netherlands,9.50,6,0.15
Familia Arquibaldo,SP,Brazil,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-04-01,United Package,Dairy Products,Camembert Pierrot,Gai pâturage,,France,34.00,12,0.15
Familia Arquibaldo,SP,Brazil,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-04-01,United Package,Seafood,Spegesild,Lyngbysild,,Denmark,12.00,9,0.15
Familia Arquibaldo,SP,Brazil,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-08-01,Federal Shipping,Meat/Poultry,Perth Pasties,"G'day, Mate",NSW,Australia,32.80,25,0.05
Familia Arquibaldo,SP,Brazil,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-08-01,Federal Shipping,Meat/Poultry,Tourtière,Ma Maison,Québec,Canada,7.45,30,0.00
Familia Arquibaldo,SP,Brazil,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-08-01,Federal Shipping,Seafood,Nord-Ost Matjeshering,Nord-Ost-Fisch Handelsgesellschaft mbH,,Germany,25.89,30,0.00
Folies gourmandes,,France,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-12-01,Federal Shipping,Beverages,Guaraná Fantástica,Refrescos Americanas LTDA,,Brazil,4.50,20,0.00
Folies gourmandes,,France,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-12-01,Federal Shipping,Confections,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",,UK,10.00,40,0.00
Folies gourmandes,,France,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-12-01,Federal Shipping,Grains/Cereals,Gustaf's Knäckebröd,PB Knäckebröd AB,,Sweden,21.00,6,0.00
Folies gourmandes,,France,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-01-01,Speedy Express,Confections,Tarte au sucre,Forêts d'érables,Québec,Canada,39.40,35,0.00
